num_subscribers
5
13708
2015
1
166
9995
31
2558
286
912
11893
646
19
475
9384
924
6
2360
22
13535
546
5769
3461
54
117
15
15724
59639
1437
41
8857
5175
59
1404
4020
17113
13
40
14813
1096
93
1154
18
103
5715
3325
2814
3870
380
20
325
124
3555
2946
4138
1189
3283
41
1738
13
99
8462
2427
1537
500
1675
17
1220
485
42
140
5
16
2792
365
3360
1688
1634
1270
32696
1079
651
3133
13
1605
358
5397
253
9847
1249
51
117
6028
2267
47
513
371
11
230
3933
390
94
232
10008
25854
1586
1249
4776
1699
10
1703
5072
891
5292
1011
2325
3251
755
151
8
859
56
2371
7517
3
1811
1154
17895
198
3073
15462
165
1819
3119
1798
211
12336
19
2204
165
1393
2412
237
14922
1514
6
1519
954
6937
209
6
4743
1720
1278
5874
1023
16590
452
993
31499
299
83737
313
7184
18
18143
95
885
2875
1224
16409
273
1942
189
2995
3757
1229
11026
4076
0
408
1338
332
958
12
6548
284
23
589
21
132
113
2895
1995
1522
52
379
1538
1346
1495
335
24687
5026
7941
8217
781
948
65576
22
5
1173
13
807
12
229
690
5387
137
5
774
2355
0
1544
78
44
1311
3157
1589
3804
1657
900
33
1680
164
1125
6851
3254
2
12368
1626
1013
59
4867
4
1041
623
1399
1305
13
2635
44044
2
341
430
4057
783
5739
3371
871
29
2
260
85
827
418
1355
769
632
838
5332
5840
4732
720
124
1367
796
2660
1496
2736
1167
61
2918
6402
3312
1371
27
911
1316
22355
718
169
2295
47062
0
551
12
217
7282
36
1758
289
139
14
6533
12952
30
1181
5077
926
604
11
1
1132
0
375
489
3618
1407
22
2481
2634
99
10917
959
