num_lectures,price,days_since_published,content_duration
11,95,2052,1.0
310,145,2821,34.0
37,180,1584,4.5
38,20,2360,2.0
25,0,1958,5.0
44,95,1386,8.5
21,50,2535,3.0
27,60,1460,2.0
13,20,2021,2.0
20,50,2535,3.5
197,120,3378,27.5
37,20,1704,1.5
22,65,1619,1.5
14,20,2231,1.0
12,95,2810,0.5833333333333334
5,20,2746,1.0
68,195,2101,10.0
97,20,1753,7.0
20,200,2721,1.5
16,45,1680,1.5
10,100,1416,0.7166666666666667
25,45,2281,2.5
31,20,1396,7.5
14,50,2682,0.6833333333333333
74,60,1843,2.0
14,20,2042,1.0
316,195,1736,51.0
52,200,1448,3.0
29,20,2370,3.5
22,0,2350,2.5
38,40,2052,5.0
144,195,1975,20.0
9,100,1323,1.0
12,0,1927,1.0
18,195,1595,2.5
25,20,1631,3.0
17,25,1391,1.5
13,35,2759,1.0
15,200,1892,1.0
14,0,1911,1.0
120,40,1658,19.0
40,85,2256,3.5
19,30,1472,2.0
7,60,1365,0.5833333333333334
35,20,2216,4.0
46,200,1927,9.5
20,35,1935,3.0
53,85,2848,5.0
14,90,1525,1.0
23,20,1386,2.0
65,60,1429,5.0
13,20,1617,1.0
19,50,2536,0.6833333333333333
27,75,2037,3.0
34,200,2260,4.5
30,20,2578,3.5
7,95,2729,0.5166666666666666
50,50,1981,4.0
26,20,1675,3.5
21,20,1721,2.0
24,200,1820,3.0
11,0,1486,0.6
20,115,1725,1.5
59,195,1850,7.5
28,20,1619,1.0
48,20,1352,4.5
36,120,2130,4.0
138,200,1419,25.5
121,100,1406,11.0
43,120,2732,4.0
22,50,2476,2.5
27,0,1686,1.0
22,0,1405,1.5
16,20,1867,1.5
125,100,2000,10.5
48,0,1387,4.5
88,75,2162,9.0
17,40,2359,2.5
9,30,1611,1.0
69,20,1804,4.0
81,30,2045,7.0
18,30,1399,1.5
6,50,2015,1.0
32,20,1961,3.0
17,40,1832,0.7166666666666667
11,60,2899,1.5
59,20,2574,12.0
27,20,1905,1.0
10,20,1895,0.7
65,150,1604,5.0
23,20,2211,1.0
20,40,1649,1.5
22,20,2763,1.5
9,100,1580,0.6166666666666667
39,95,1485,4.5
40,200,1360,8.5
25,95,2283,4.5
28,20,1749,2.5
106,185,1575,9.5
33,50,1381,3.5
65,75,2142,4.5
13,145,1342,1.0
23,90,1966,1.5
79,150,1484,9.0
22,20,1872,2.0
24,90,1415,1.5
16,0,1482,1.5
13,180,1499,0.5333333333333333
10,50,2812,1.0
13,20,2353,1.0
8,20,1500,1.0
47,200,1599,4.0
10,20,1443,0.65
544,200,2043,46.5
21,20,1688,1.0
12,50,1820,1.0
9,0,1864,1.0
26,35,2444,2.0
177,200,1934,16.5
25,20,2029,6.0
16,50,2053,1.0
49,120,2681,7.0
36,40,2036,2.0
97,50,2239,7.0
60,75,2024,5.5
6,0,1492,0.5
93,120,1714,9.0
66,195,1541,3.0
39,30,1926,6.5
23,0,2517,4.5
15,0,2611,1.5
24,30,1807,5.5
13,20,1955,2.0
46,40,1703,4.5
14,20,1339,1.0
61,95,1960,6.0
26,50,1516,2.0
70,30,1526,9.0
39,195,1394,2.5
106,50,2134,8.0
18,200,2452,2.0
13,40,1827,1.0
47,20,1826,3.5
41,50,2052,3.0
29,50,2051,2.0
53,50,1913,7.0
8,45,1459,0.5666666666666667
29,40,1924,1.5
12,20,2031,1.5
37,195,1382,4.0
7,20,1930,0.6666666666666666
11,25,2287,1.0
12,20,1434,0.7166666666666667
9,20,1518,0.6
62,80,1700,9.0
25,65,1442,1.0
6,20,1385,0.6
37,50,1713,2.5
10,0,2564,2.0
10,20,2624,1.0
36,100,1830,3.0
7,20,2290,1.0
37,150,1498,3.0
40,50,2855,3.0
25,45,2839,2.0
83,20,1742,3.5
36,40,1823,2.0
16,150,1945,1.5
18,0,1329,1.0
19,30,2049,0.55
49,100,1814,3.5
10,20,1948,0.6
18,0,1645,1.5
21,145,1584,3.0
29,0,2218,1.0
23,20,1904,1.5
12,120,1535,0.6
32,80,1460,3.0
32,35,2081,2.0
29,40,1568,1.5
24,0,2627,4.5
34,200,1654,2.5
6,25,1673,0.5833333333333334
131,200,2488,15.5
7,0,1648,0.5
15,20,1911,1.0
17,20,2288,2.5
52,145,2226,3.5
93,50,3005,9.5
25,50,1709,5.5
8,20,1621,1.5
74,60,2186,13.5
24,195,1938,1.5
49,35,1645,5.0
9,30,2626,3.0
18,45,1381,3.5
46,45,1458,3.5
31,100,2124,3.0
5,0,1829,1.0
35,140,1598,2.0
90,20,2465,9.0
30,35,1455,2.0
24,40,1821,1.5
62,60,1811,5.0
10,40,2179,2.0
11,40,2138,1.5
284,50,1749,31.5
107,120,1422,6.0
15,20,2190,1.5
42,0,1616,2.5
11,35,1830,1.5
166,20,2098,10.5
12,20,1685,1.0
9,20,2155,1.5
21,20,2554,2.0
97,150,1525,11.0
29,195,1437,2.5
34,40,2124,4.0
12,20,1435,1.0
35,95,1778,2.5
16,200,2084,0.5666666666666667
21,35,2162,2.5
11,150,1618,3.0
21,30,1686,2.5
11,25,1822,2.0
16,45,1413,1.5
274,75,1441,39.0
12,20,2380,0.5333333333333333
34,95,2166,3.0
29,30,2431,1.5
21,75,1618,2.5
14,50,1493,0.5
67,195,1594,10.0
35,105,2007,5.0
20,75,1930,2.5
63,25,1787,6.0
185,30,1475,6.5
52,100,2196,2.0
21,200,1925,2.5
36,0,1450,2.5
45,100,1528,7.0
35,20,2242,4.0
69,50,1556,1.5
10,20,2190,2.0
6,20,2540,1.5
20,200,2030,2.5
29,60,2236,1.5
27,75,2088,2.5
20,200,1595,1.0
26,20,1625,3.5
59,20,2404,7.0
22,50,1388,4.5
14,0,1380,3.0
8,40,1415,0.7
69,20,2385,3.0
17,20,2342,1.0
26,20,1539,2.5
17,20,3237,2.0
5,20,1811,0.5166666666666666
19,30,2577,3.0
18,0,1447,0.5666666666666667
22,60,1843,2.0
8,20,1506,2.0
8,65,1857,1.0
44,45,2311,5.0
119,50,2295,8.5
85,115,1513,10.5
11,20,1387,0.6
61,165,2203,8.0
13,0,1680,0.5166666666666666
7,35,1604,0.7
30,20,1815,5.0
20,30,1408,3.0
23,25,1419,2.0
23,200,1373,2.5
12,25,1627,1.0
47,95,2494,4.5
14,25,1388,2.0
36,95,2163,3.5
71,20,1847,6.0
30,195,1877,4.0
15,45,1832,2.5
13,90,1491,1.5
60,0,1968,4.5
41,20,2737,3.0
15,0,1610,1.5
207,60,1546,33.0
15,30,2213,1.5
27,50,2905,5.0
26,0,1780,3.5
10,20,1967,1.0
97,20,1475,9.0
28,50,1391,3.0
9,20,2253,0.5166666666666666
28,100,1632,2.5
32,20,2133,6.0
8,0,2012,0.6666666666666666
11,0,1427,0.55
12,45,2427,2.0
46,50,1933,3.5
123,20,2001,16.0
7,25,2161,1.0
37,50,1680,7.0
11,200,1374,1.0
28,75,2749,3.0
26,50,2303,2.5
13,0,1567,1.5
9,0,2428,2.0
29,200,1470,2.5
27,75,1938,2.5
444,150,1811,45.0
16,200,1490,1.0
46,195,1877,4.0
34,125,1679,3.5
45,0,2405,6.5
25,20,2054,1.0
29,70,1651,4.0
38,50,1793,8.5
15,20,2693,2.0
20,20,1476,1.0
29,25,1696,2.5
36,195,1953,4.5
20,20,2049,1.0
74,100,1709,4.0
6,20,2589,1.5
24,170,2004,1.5
55,20,2021,6.0
19,0,2058,1.0
14,0,2092,0.6166666666666667
108,150,1562,7.5
13,0,2445,1.0
22,50,2304,3.0
9,50,1329,2.0
10,0,1391,0.6833333333333333
7,60,2909,1.0
42,20,2783,2.0
17,20,1682,1.0
13,30,1791,2.0
38,20,1539,4.0
12,20,1724,1.0
83,20,1793,7.5
138,100,1507,10.0
11,20,2536,1.0
14,25,2144,1.5
48,20,1982,9.0
14,20,1913,1.0
45,195,1569,6.5
37,40,1654,5.0
21,200,1572,1.5
45,40,1713,2.0
74,90,1472,7.5
32,115,1386,3.0
36,50,1512,2.5
29,95,1909,1.5
13,0,3052,0.7333333333333333
43,80,1372,3.0
40,185,2382,6.5
10,0,2697,1.0
8,25,1573,0.65
8,20,1983,0.6
24,0,2860,8.0
8,60,1325,1.0
45,95,2022,4.5
15,200,1877,2.5
72,20,2140,2.0
23,145,2075,6.0
20,200,1583,2.0
33,0,1363,2.0
21,20,2477,1.0
15,40,2214,1.0
17,20,2821,2.5
48,40,1923,5.5
35,45,2142,2.5
215,200,3005,7.0
7,20,1322,2.5
29,0,1335,1.0
10,20,3157,1.5
40,50,1730,7.5
12,30,2098,1.5
32,50,1532,3.0
42,20,2178,1.5
66,200,2070,5.0
41,125,1783,4.0
126,200,1650,18.5
26,40,1636,2.0
17,195,1848,1.0
62,20,1673,12.0
18,200,1847,1.5
454,200,2584,60.0
16,40,1716,1.5
34,25,1507,2.5
26,195,1923,3.5
18,50,1708,1.5
25,100,1786,2.5
29,50,1546,1.5
12,20,1785,1.0
26,50,2466,3.0
28,200,1347,1.5
22,85,2679,6.0
89,150,1490,8.5
8,30,1631,0.5666666666666667
22,20,2437,2.0
30,95,1588,2.0
45,0,2218,7.5
21,20,1341,1.0
35,50,1865,7.0
39,125,1415,2.5
99,150,1745,6.5
13,20,1665,0.6166666666666667
29,200,1438,2.5
42,100,1924,3.0
59,95,2073,2.0
37,20,1764,3.5
11,60,1610,1.5
17,20,1974,1.5
23,200,3031,4.0
39,95,2045,2.5
30,65,1672,3.0
29,30,1420,3.5
33,70,1934,1.0
22,30,1963,2.0
23,25,1717,2.0
160,190,1423,10.5
30,195,2086,4.0
14,50,2126,2.0
82,60,1694,12.5
14,40,1421,1.0
74,195,1822,7.0
18,20,1618,1.0
16,20,1704,1.5
74,50,1513,7.5
8,20,2242,1.5
44,50,2581,3.0
27,20,2050,5.0
17,200,1801,1.0
23,0,1702,1.5
21,50,1696,1.5
83,195,1493,20.0
10,20,2340,1.0
18,20,2084,1.5
45,25,1976,5.0
26,75,2066,1.5
7,0,1371,1.0
16,20,2676,2.0
39,200,1752,4.0
41,0,1855,8.5
15,20,1388,3.5
34,35,1970,1.5
38,55,1385,1.0
9,50,2232,2.0
42,75,2237,3.5
40,20,3055,1.5
16,25,3194,3.5
30,25,1576,4.0
9,20,2946,1.5
49,20,1853,2.5
9,0,2794,2.0
22,0,1946,1.0
23,20,1388,4.5
18,35,1329,1.0
66,45,2037,3.5
37,35,3170,2.5
35,45,2100,4.0
37,50,2476,2.5
24,30,1350,4.5
332,180,2114,29.0
14,20,1442,1.0
19,55,1985,1.0
35,40,1941,4.0
207,35,2380,20.5
69,115,1990,7.0
47,85,1371,5.0
26,0,1640,1.5
25,40,3241,10.0
26,50,2053,3.0
25,0,2080,2.0
74,20,1497,3.0
